user-input,desired output
Could you find a workflow that take measurement streams and clean them before output?,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
I want the wflow that can generate a bibliography from BibTeX records.,NO_MATCH_WORKFLOW
I want a workflow that can train a neural network to classify galaxy images.,NO_MATCH_WORKFLOW
Do we have a PE that will run a filtering step over incoming data?,MULTI_PE_MATCH: internal_extinction_workflow.FilterColumns | internal_extinction_skew_workflow.FilterColumns | seismic_preparation_workflow.Filter | seismic_preparation_dict_workflow.Filter
"I am looking for a workflow to prepare seismic streams by reading station files, decimating, detrending, demeaning, removing response, filtering, normalising, whitening, doing FFT, and saving output.",WORKFLOW_MATCH: seismic_preparation_workflow
Need a PE which can read timestamped temperature sensor records from a JSON file.,PE_MATCH: sensor_workflow.ReadSensorDataPE
I want a PE that can open the station list and emit waveform streams.,PE_MATCH: seismic_preparation_workflow.StreamRead
Which workflow should I use to take measurement streams and clean them before output?,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
Give me a Processing Element for something that can emit random integers for the skewed prime workflow.,PE_MATCH: skew_workflow.NumberProducer
I would like the PE that flatten the spectrum before FFT.,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
I am looking for a PE to spectrally whiten seismic data.,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
Do we have a PE that will read pandemic case data from a URL?,PE_MATCH: covid_workflow.DataProducer
"Find me a Processing Element for produce ObsPy stream data for station/network rows, please.",PE_MATCH: seismic_preparation_workflow.StreamRead
I want a PE that can read seismic station streams.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamRead | seismic_preparation_dict_workflow.StreamRead
Show me the workflow that control a robot arm from sensor commands.,NO_MATCH_WORKFLOW
Need a PE which can predict a protein structure.,NO_MATCH_PE
I would like the PE that emit random integer values without the skewed delay.,PE_MATCH: even_odd_workflow.NumberProducer
"Need a workflow which can prepare seismic streams by reading station files, decimating, detrending, demeaning, removing response, filtering, normalising, whitening, doing FFT, and saving output.",WORKFLOW_MATCH: seismic_preparation_workflow
Do we have a workflow that will process temperature sensor readings from a JSON file and find anomalies?,WORKFLOW_MATCH: sensor_workflow
Which PE should I use to read galaxy RA and DEC coordinates from a text file?,PE_MATCH: internal_extinction_workflow.ReadRaDec
"Do we have a workflow that will take timestamped temperature data, normalise it, flag outliers, and summarise averages?",WORKFLOW_MATCH: sensor_workflow
Could you find the PE that can run seismic filtering in the dict pipeline?,PE_MATCH: seismic_preparation_dict_workflow.Filter
"Find me a Processing Element for remove instrument response in the dict-based seismic workflow, please.",PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
I am looking for a PE to compute FFT in the dict seismic workflow.,PE_MATCH: seismic_preparation_dict_workflow.CalculateFft
"Find me a Processing Element for make random values with a beta-distributed pause, please.",PE_MATCH: skew_workflow.NumberProducer
I would like the PE that read station names and load the matching seismic stream files.,PE_MATCH: seismic_preparation_workflow.StreamRead
I would like a workflow that build a knowledge graph from RDF triples.,NO_MATCH_WORKFLOW
I need a PE that sends emails to people when there is an anomaly.,NO_MATCH_PE
Is there a Processing Element in the registry to consume prepared waveform results and store them?,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
I want a PE that can extract keywords from a paper abstract.,NO_MATCH_PE
I need a Processing Element to query the Virtual Observatory and return VOTable XML.,PE_MATCH: internal_extinction_workflow.GetVOTable
I want the PE that can run a filtering step over incoming data.,MULTI_PE_MATCH: internal_extinction_workflow.FilterColumns | internal_extinction_skew_workflow.FilterColumns | seismic_preparation_workflow.Filter | seismic_preparation_dict_workflow.Filter
Show me a processing element that can fetch VO catalogue data in the skewed internal-extinction run.,PE_MATCH: internal_extinction_skew_workflow.GetVOTable
Could you find a workflow that run a prime-number example where the work arrives with skewed sleep times?,WORKFLOW_MATCH: skew_workflow
I would like a workflow that process astronomical galaxy coordinates and calculate internal extinction.,WORKFLOW_MATCH: internal_extinction_workflow
Give me the PE for train a scikit-learn classifier.,NO_MATCH_PE
I would like a workflow that detect faces in photos and blur them.,NO_MATCH_WORKFLOW
Give me the PE for compute extinction from morphology and logr25.,MULTI_PE_MATCH: internal_extinction_workflow.InternalExtinction | internal_extinction_skew_workflow.InternalExtinction
Show me a processing element that can compute average temperature for groups of readings.,PE_MATCH: sensor_workflow.AggregateDataPE
Do we have a PE that will validate XML against a schema?,NO_MATCH_PE
Could you find the PE that can turn Celsius-ish temperatures into normalized values?,PE_MATCH: sensor_workflow.NormalizeDataPE
Show me the workflow that make odd-even pairs from a stream of random integers.,WORKFLOW_MATCH: even_odd_workflow
Give me the PE for calculate galaxy internal extinction.,MULTI_PE_MATCH: internal_extinction_workflow.InternalExtinction | internal_extinction_skew_workflow.InternalExtinction
I want a PE that can emit random integers for the skewed prime workflow.,PE_MATCH: skew_workflow.NumberProducer
"Show me the workflow that generate random numbers with uneven timing, check which ones are prime, and print the primes.",WORKFLOW_MATCH: skew_workflow
Can you point me to a processing element for reduce sample rate in the dict-based seismic workflow?,PE_MATCH: seismic_preparation_dict_workflow.Decimate
"Find me a Processing Element for produce random numbers for the odd-even example, please.",PE_MATCH: even_odd_workflow.NumberProducer
I would like a workflow that analyse IoT-style temperature readings from a JSON file.,WORKFLOW_MATCH: sensor_workflow
Do we have a PE that will apply a whitening step to waveform traces?,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
Give me the workflow for something that can use a toy workflow based on random integers.,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
"I would like a workflow that read galaxy coordinates, query VOTables, filter morphology columns, and calculate internal extinction.",WORKFLOW_MATCH: internal_extinction_workflow
Do we have a PE that will compute ai from galaxy morphology type and logr25?,PE_MATCH: internal_extinction_workflow.InternalExtinction
Is there a Processing Element in the registry to pair one odd number with one even number?,PE_MATCH: even_odd_workflow.PairProducer
Is there a workflow in you that can run a chatbot over legal contracts?,NO_MATCH_WORKFLOW
Give me the PE for classify numbers using modulo two.,PE_MATCH: even_odd_workflow.Divideby2
Need a PE which can remove the mean from waveform traces.,MULTI_PE_MATCH: seismic_preparation_workflow.Demean | seismic_preparation_dict_workflow.Demean
I would like the PE that produce RA/Dec search positions for the extinction workflow.,PE_MATCH: internal_extinction_workflow.ReadRaDec
Need a PE which can compute the extinction value after skewed VOTable retrieval.,PE_MATCH: internal_extinction_skew_workflow.InternalExtinction
Which PE should I use to add a normalized_temperature field to sensor data?,PE_MATCH: sensor_workflow.NormalizeDataPE
I would like a workflow that prepare seismology streams before saving the final station outputs.,MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
"Is there a workflow in you that can read RA/Dec points, call the Virtual Observatory, and compute galaxy extinction?",WORKFLOW_MATCH: internal_extinction_workflow
Show me a processing element that can remove the trend before demeaning.,PE_MATCH: seismic_preparation_workflow.Detrend
Need a PE which can decimate seismic stream data to a lower samples-per-second rate.,PE_MATCH: seismic_preparation_workflow.Decimate
Show me a processing element that can calculate FFT and return serialisable frequency data.,PE_MATCH: seismic_preparation_dict_workflow.CalculateFft
I want the PE that can make the covid_cases.png chart.,PE_MATCH: covid_workflow.DataVisualizer
Which workflow should I use to fetch COVID case data from an online API and make a plot of daily new cases?,WORKFLOW_MATCH: covid_workflow
Which PE should I use to visualise processed COVID case time series?,PE_MATCH: covid_workflow.DataVisualizer
Can you point me to a processing element for aggregate sensor temperatures and print averages every five readings?,PE_MATCH: sensor_workflow.AggregateDataPE
I want the wflow that can analyse a simple time series dataset.,MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
Show me a processing element that can read seismic streams and serialise them to dictionaries.,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
I want the PE that can decimate traces before filtering.,PE_MATCH: seismic_preparation_workflow.Decimate
I am looking for a PE to consume primes and log them.,PE_MATCH: skew_workflow.PrintPrime
Give me a Processing Element for something that can run the whitening step in the serialisable seismic pipeline.,PE_MATCH: seismic_preparation_dict_workflow.Whiten
I need a Processing Element to make random numbers for pairing later.,PE_MATCH: even_odd_workflow.NumberProducer
Can you point me to a processing element for reduce the sampling rate of an ObsPy stream?,PE_MATCH: seismic_preparation_workflow.Decimate
Need a workflow which can generate random numbers and then do simple conditional processing.,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
I need a Processing Element to show the numbers that passed the prime check.,PE_MATCH: skew_workflow.PrintPrime
Give me the workflow for something that can calculate molecular docking scores.,NO_MATCH_WORKFLOW
Do we have a PE that will do envelope normalization for waveform data?,PE_MATCH: seismic_preparation_workflow.CalculateNorm
Which workflow should I use to run a workflow that prepares real-world measurement data?,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
I want a PE that can downsample waveform data.,MULTI_PE_MATCH: seismic_preparation_workflow.Decimate | seismic_preparation_dict_workflow.Decimate
Which PE should I use to collect odd and even lists and emit pairs?,PE_MATCH: even_odd_workflow.PairProducer
Give me a Processing Element for something that can download catalogue data using RA and DEC.,MULTI_PE_MATCH: internal_extinction_workflow.GetVOTable | internal_extinction_skew_workflow.GetVOTable
I need a workflow to calculate molecular docking scores.,NO_MATCH_WORKFLOW
"Need a workflow which can read galaxy coordinates, query VOTables, filter morphology columns, and calculate internal extinction.",WORKFLOW_MATCH: internal_extinction_workflow
Do we have a PE that will compute extinction from morphology and logr25?,MULTI_PE_MATCH: internal_extinction_workflow.InternalExtinction | internal_extinction_skew_workflow.InternalExtinction
Which PE should I use to separate odd or even numbers depending on the configured comparison?,PE_MATCH: even_odd_workflow.Divideby2
Is there a Processing Element in the registry to make random numbers for pairing later?,PE_MATCH: even_odd_workflow.NumberProducer
I want the PE that can remove background noise from audio.,NO_MATCH_PE
Is there a workflow in you that can generate random numbers and then do simple conditional processing?,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
I want a workflow that can test a workflow with skewed or uneven work across the pipeline.,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
Which workflow should I use to use the dict variant of the seismic preprocessing workflow?,WORKFLOW_MATCH: seismic_preparation_dict_workflow
I want a PE that can query the Virtual Observatory for a VOTable.,MULTI_PE_MATCH: internal_extinction_workflow.GetVOTable | internal_extinction_skew_workflow.GetVOTable
Do we have a PE that will collect COVID dates and case counts and draw the line plot?,PE_MATCH: covid_workflow.DataVisualizer
Give me a Processing Element for something that can correct waveforms using inventory XML.,MULTI_PE_MATCH: seismic_preparation_workflow.RemoveResponse | seismic_preparation_dict_workflow.RemoveResponse
I need a workflow to simulate traffic lights in a city network.,NO_MATCH_WORKFLOW
I am looking for a PE to demean seismic data.,MULTI_PE_MATCH: seismic_preparation_workflow.Demean | seismic_preparation_dict_workflow.Demean
"Can you point me to a processing element for call Vizier with RA, DEC and search radius?",PE_MATCH: internal_extinction_workflow.GetVOTable
I would like a workflow that prepare raw seismology traces for correlation-style processing.,WORKFLOW_MATCH: seismic_preparation_workflow
I would like the PE that demean waveform data.,PE_MATCH: seismic_preparation_workflow.Demean
I am looking for a PE to calculate FFT for waveform data.,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
Is there a Processing Element in the registry to flatten the spectrum before FFT?,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
I am looking for a workflow to calculate internal extinction for galaxies from coordinates.,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
Show me a processing element that can calculate PageRank on a graph.,NO_MATCH_PE
Can you point me to a processing element for store the final results from the dict seismic workflow?,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
Could you find a workflow that render a 3D mesh from point clouds?,NO_MATCH_WORKFLOW
I want a workflow that can process seismic waveform data through a serialisable dictionary version of the preparation pipeline.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
I would like the PE that pull COVID data from the web service.,PE_MATCH: covid_workflow.DataProducer
I need a Processing Element to raise a simple text alert for abnormal temperature data.,PE_MATCH: sensor_workflow.AlertingPE
I would like the PE that do bandpass filtering on the seismic stream.,PE_MATCH: seismic_preparation_workflow.Filter
Can you give me a workflow for read COVID data from the web and turn it into a daily case plot?,WORKFLOW_MATCH: covid_workflow
I would like the PE that decimate traces before filtering.,PE_MATCH: seismic_preparation_workflow.Decimate
I want the PE that can load station waveform files and emit dict-form stream data.,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
Show me a processing element that can call the OpenAI API for a summary.,NO_MATCH_PE
I would like a workflow that test dynamic execution using random numbers and prime checking.,WORKFLOW_MATCH: skew_workflow
Is there a Processing Element in the registry to ingest the sensor JSON file?,PE_MATCH: sensor_workflow.ReadSensorDataPE
Is there a workflow in you that can run a prime-number example where the work arrives with skewed sleep times?,WORKFLOW_MATCH: skew_workflow
Is there a Processing Element in the registry to run configured normalization in the serialisable seismic workflow?,PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
"I would like a workflow that generate random numbers, split them into odd and even, and pair one odd with one even.",WORKFLOW_MATCH: even_odd_workflow
Which workflow should I use to read time-series data and produce some analysis from it?,MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
Show me a processing element that can download the cases_time_series data for COVID.,PE_MATCH: covid_workflow.DataProducer
"Find me a workflow for process timestamped data and turn it into useful output, please.",MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
Give me a workflow for read RA/Dec and compute galaxy extinction values.,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
Which PE should I use to run the spectral whitening step?,PE_MATCH: seismic_preparation_workflow.Whiten
Could you find the PE that can pull COVID data from the web service?,PE_MATCH: covid_workflow.DataProducer
I would like the PE that run the seismic filter step.,PE_MATCH: seismic_preparation_workflow.Filter
I need a Processing Element to decimate seismic traces.,MULTI_PE_MATCH: seismic_preparation_workflow.Decimate | seismic_preparation_dict_workflow.Decimate
I would like the PE that fetch COVID-19 case records from the online API.,PE_MATCH: covid_workflow.DataProducer
Can you give me a workflow for train a random forest model on tabular data?,NO_MATCH_WORKFLOW
Give me a Processing Element for something that can apply a normalization step.,MULTI_PE_MATCH: sensor_workflow.NormalizeDataPE | seismic_preparation_workflow.CalculateNorm | seismic_preparation_dict_workflow.CalculateNorm
Show me a processing element that can remove the mean in the dict-based seismic pipeline.,PE_MATCH: seismic_preparation_dict_workflow.Demean
I want a workflow that can read RA/Dec and compute galaxy extinction values.,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
Which workflow should I use to calculate dust extinction inside galaxies from RA and DEC coordinates?,WORKFLOW_MATCH: internal_extinction_workflow
I need a workflow to calculate dust extinction inside galaxies from RA and DEC coordinates.,WORKFLOW_MATCH: internal_extinction_workflow
Which PE should I use to correct waveforms using inventory XML?,MULTI_PE_MATCH: seismic_preparation_workflow.RemoveResponse | seismic_preparation_dict_workflow.RemoveResponse
Give me the PE for remove the trend before demeaning.,PE_MATCH: seismic_preparation_workflow.Detrend
Give me a Processing Element for something that can do the final FFT step in the seismic pipeline.,PE_MATCH: seismic_preparation_workflow.CalculateFft
I would like a workflow that fetch COVID case data from an online API and make a plot of daily new cases.,WORKFLOW_MATCH: covid_workflow
I would like a workflow that train a random forest model on tabular data.,NO_MATCH_WORKFLOW
I want a PE that can calculate the internal extinction value for a galaxy.,PE_MATCH: internal_extinction_workflow.InternalExtinction
Is there a Processing Element in the registry to detrend dict-serialised seismic stream data?,PE_MATCH: seismic_preparation_dict_workflow.Detrend
"Find me a workflow for preprocess seismic waveform data through decimation, filtering, normalisation and FFT, please.",MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
"Find me a Processing Element for extract dates and daily confirmed case counts from COVID records, please.",PE_MATCH: covid_workflow.DataProcessor
I am looking for a PE to fetch VO catalogue data in the skewed internal-extinction run.,PE_MATCH: internal_extinction_skew_workflow.GetVOTable
"Find me a Processing Element for decimate seismic stream data to a lower samples-per-second rate, please.",PE_MATCH: seismic_preparation_workflow.Decimate
"Need a workflow which can get pandemic case time series, extract dates and daily confirmed cases, then visualise them.",WORKFLOW_MATCH: covid_workflow
Is there a Processing Element in the registry to convert dict to stream and subtract the mean?,PE_MATCH: seismic_preparation_dict_workflow.Demean
Give me the PE for read timestamped temperature sensor records from a JSON file.,PE_MATCH: sensor_workflow.ReadSensorDataPE
Show me a processing element that can demean waveform data.,PE_MATCH: seismic_preparation_workflow.Demean
Do we have a PE that will download the VOTable for a galaxy coordinate?,PE_MATCH: internal_extinction_workflow.GetVOTable
I want a PE that can emit random integer values without the skewed delay.,PE_MATCH: even_odd_workflow.NumberProducer
Could you find the PE that can write preprocessed waveform data to the OUTPUT directory?,PE_MATCH: seismic_preparation_workflow.StreamToFile
"I need a workflow to get pandemic case time series, extract dates and daily confirmed cases, then visualise them.",WORKFLOW_MATCH: covid_workflow
Is there a Processing Element in the registry to demean dictionary-serialised seismic stream data?,PE_MATCH: seismic_preparation_dict_workflow.Demean
Give me a Processing Element for something that can run the spectral whitening step.,PE_MATCH: seismic_preparation_workflow.Whiten
"Find me a workflow for take measurement streams and clean them before output, please.",MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
Can you give me a workflow for prepare seismic streams using dictionary/list serialisation between steps before saving the result?,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Could you find the PE that can check whether each random number is prime?,PE_MATCH: skew_workflow.IsPrime
Give me a Processing Element for something that can produce dictionary representations of ObsPy streams.,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
Show me a processing element that can extract morphology and radius fields after the skewed VO query.,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Which workflow should I use to do the galaxy VOTable extinction calculation?,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
I want the PE that can store the final results from the dict seismic workflow.,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
Give me a workflow for process seismic waveform data through a serialisable dictionary version of the preparation pipeline.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
I would like the PE that apply the demean detrend step.,PE_MATCH: seismic_preparation_workflow.Demean
Do we have a PE that will read messages from Slack?,NO_MATCH_PE
Could you find the PE that can apply the demeaning step?,MULTI_PE_MATCH: seismic_preparation_workflow.Demean | seismic_preparation_dict_workflow.Demean
"I am looking for a PE to convert dict to stream, remove trend, and convert back.",PE_MATCH: seismic_preparation_dict_workflow.Detrend
Give me a workflow for query catalogue data and calculate dust extinction in galaxies.,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
"Which PE should I use to convert dict to stream, remove trend, and convert back?",PE_MATCH: seismic_preparation_dict_workflow.Detrend
Can you point me to a processing element for apply seismic response removal?,MULTI_PE_MATCH: seismic_preparation_workflow.RemoveResponse | seismic_preparation_dict_workflow.RemoveResponse
Give me a Processing Element for something that can run the seismic normalization step.,PE_MATCH: seismic_preparation_workflow.CalculateNorm
Is there a Processing Element in the registry to remove a simple trend from seismic traces?,PE_MATCH: seismic_preparation_workflow.Detrend
Give me a Processing Element for something that can remove background noise from audio.,NO_MATCH_PE
Do we have a workflow that will run BLAST over DNA sequences?,NO_MATCH_WORKFLOW
"Can you point me to a processing element for normalise seismic traces using onebit, mean, gain or envelope normalization?",PE_MATCH: seismic_preparation_workflow.CalculateNorm
I want the PE that can produce dictionary representations of ObsPy streams.,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
Need a PE which can extract galaxy morphology and logr25 values from the VO table.,PE_MATCH: internal_extinction_workflow.FilterColumns
Is there a Processing Element in the registry to compute the Fourier transform for prepared streams?,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
Can you point me to a processing element for convert dict to stream and apply the bandpass filter?,PE_MATCH: seismic_preparation_dict_workflow.Filter
I would like the PE that turn filtered catalogue values into extinction estimates.,PE_MATCH: internal_extinction_workflow.InternalExtinction
I need a Processing Element to keep only prime values from a number stream.,PE_MATCH: skew_workflow.IsPrime
I want the PE that can open the station list and emit waveform streams.,PE_MATCH: seismic_preparation_workflow.StreamRead
Could you find the PE that can query Wikidata for entity IDs?,NO_MATCH_PE
I want a workflow to build a neural net for image classification.,NO_MATCH_WORKFLOW
I would like a workflow that scrape Twitter posts and do sentiment analysis.,NO_MATCH_WORKFLOW
I need a Processing Element to plot COVID daily new cases and save the image.,PE_MATCH: covid_workflow.DataVisualizer
Could you find the PE that can query the Virtual Observatory and return VOTable XML?,PE_MATCH: internal_extinction_workflow.GetVOTable
I need a workflow to prepare raw seismology traces for correlation-style processing.,WORKFLOW_MATCH: seismic_preparation_workflow
I want the PE that can test integers for primality and pass primes forward.,PE_MATCH: skew_workflow.IsPrime
Is there a workflow in you that can do the galaxy VOTable extinction calculation?,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
Give me a Processing Element for something that can test integers for primality and pass primes forward.,PE_MATCH: skew_workflow.IsPrime
Give me a workflow for produce numbers and match the odd ones with the even ones.,WORKFLOW_MATCH: even_odd_workflow
"Do we have a workflow that will produce random integers, wait for a short skewed delay, test for primes, and print them?",WORKFLOW_MATCH: skew_workflow
Give me a Processing Element for something that can save the prepared seismic stream to output files.,PE_MATCH: seismic_preparation_workflow.StreamToFile
Give me the workflow for something that can prepare seismic streams using dictionary/list serialisation between steps before saving the result.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Can you give me a workflow for use a toy workflow based on random integers?,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
I am looking for a workflow to test dynamic execution using random numbers and prime checking.,WORKFLOW_MATCH: skew_workflow
Give me the PE for consume prepared waveform results and store them.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
"Show me the workflow that get pandemic case time series, extract dates and daily confirmed cases, then visualise them.",WORKFLOW_MATCH: covid_workflow
Show me a processing element that can produce random numbers for the odd-even example.,PE_MATCH: even_odd_workflow.NumberProducer
Can you point me to a processing element for run configured normalization in the serialisable seismic workflow?,PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
Give me a Processing Element for something that can run seismic filtering in the dict pipeline.,PE_MATCH: seismic_preparation_dict_workflow.Filter
Could you find the PE that can save prepared seismic data to files?,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
I want the PE that can produce random numbers slowly and unevenly.,PE_MATCH: skew_workflow.NumberProducer
Give me the workflow for something that can run a small random-number stream example.,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
I would like the PE that make the covid_cases.png chart.,PE_MATCH: covid_workflow.DataVisualizer
Show me a processing element that can read station names and load the matching seismic stream files.,PE_MATCH: seismic_preparation_workflow.StreamRead
"Find me a Processing Element for decide whether a sensor record is anomalous, please.",PE_MATCH: sensor_workflow.AnomalyDetectionPE
Give me a Processing Element for something that can raise a simple text alert for abnormal temperature data.,PE_MATCH: sensor_workflow.AlertingPE
Give me a workflow for process temperature sensor readings from a JSON file and find anomalies.,WORKFLOW_MATCH: sensor_workflow
Which workflow should I use to do climate model regridding on NetCDF files?,NO_MATCH_WORKFLOW
Which workflow should I use to crop microscope images and segment cell nuclei?,NO_MATCH_WORKFLOW
Is there a Processing Element in the registry to compute FFT in the dict seismic workflow?,PE_MATCH: seismic_preparation_dict_workflow.CalculateFft
I need a Processing Element to apply the internal_extinction formula.,PE_MATCH: internal_extinction_workflow.InternalExtinction
Do we have a PE that will flatten the spectrum of seismic streams?,PE_MATCH: seismic_preparation_workflow.Whiten
Give me a Processing Element for something that can make the covid_cases.png chart.,PE_MATCH: covid_workflow.DataVisualizer
Give me a Processing Element for something that can apply spectral whitening to seismic data.,PE_MATCH: seismic_preparation_workflow.Whiten
Need a workflow which can do the seismic preparation pipeline where ObsPy streams are converted to dictionaries between PEs.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
"Need a PE which can normalise seismic traces using onebit, mean, gain or envelope normalization.",PE_MATCH: seismic_preparation_workflow.CalculateNorm
Which Processing Element is the one that actually prints the prime numbers?,PE_MATCH: skew_workflow.PrintPrime
Need a PE which can extract morphology and radius fields after the skewed VO query.,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Could you find the PE that can output prime-number messages?,PE_MATCH: skew_workflow.PrintPrime
Show me the workflow that calculate dust extinction inside galaxies from RA and DEC coordinates.,WORKFLOW_MATCH: internal_extinction_workflow
Is there a workflow in you that can analyse IoT-style temperature readings from a JSON file?,WORKFLOW_MATCH: sensor_workflow
I would like the PE that downsample waveform traces.,PE_MATCH: seismic_preparation_workflow.Decimate
"Find me a Processing Element for apply a bandpass filter to seismic waveform data, please.",PE_MATCH: seismic_preparation_workflow.Filter
Could you find the PE that can apply the internal_extinction formula?,PE_MATCH: internal_extinction_workflow.InternalExtinction
"Find me a workflow for run a workflow that prepares real-world measurement data, please.",MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
"I want a PE that can convert to stream, remove response, and serialise again.",PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
Is there a Processing Element in the registry to show the numbers that passed the prime check?,PE_MATCH: skew_workflow.PrintPrime
Which PE should I use to split a video into frames?,NO_MATCH_PE
Is there a workflow in you that can produce numbers and match the odd ones with the even ones?,WORKFLOW_MATCH: even_odd_workflow
Give me the workflow for something that can download YouTube audio and transcribe it.,NO_MATCH_WORKFLOW
Can you point me to a processing element for extract morphology and radius fields after the skewed VO query?,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Which workflow should I use to produce numbers and match the odd ones with the even ones?,WORKFLOW_MATCH: even_odd_workflow
"I want a workflow that can prepare seismic streams by reading station files, decimating, detrending, demeaning, removing response, filtering, normalising, whitening, doing FFT, and saving output.",WORKFLOW_MATCH: seismic_preparation_workflow
Could you find a workflow that stress the runtime with a skewed random-number prime workflow?,WORKFLOW_MATCH: skew_workflow
Give me a Processing Element for something that can read pandemic case data from a URL.,PE_MATCH: covid_workflow.DataProducer
Do we have a workflow that will run the internal-extinction workflow variant where the query PE has skewed delays?,WORKFLOW_MATCH: internal_extinction_skew_workflow
"Find me a Processing Element for remove the seismometer response, please.",PE_MATCH: seismic_preparation_workflow.RemoveResponse
I need a Processing Element to compute ai from galaxy morphology type and logr25.,PE_MATCH: internal_extinction_workflow.InternalExtinction
Need a workflow which can make odd-even pairs from a stream of random integers.,WORKFLOW_MATCH: even_odd_workflow
I need a Processing Element to apply the demeaning step.,MULTI_PE_MATCH: seismic_preparation_workflow.Demean | seismic_preparation_dict_workflow.Demean
Give me a Processing Element for something that can remove the mean from seismic traces.,PE_MATCH: seismic_preparation_workflow.Demean
Give me a Processing Element for something that can produce RA/Dec search positions for the extinction workflow.,PE_MATCH: internal_extinction_workflow.ReadRaDec
Is there a Processing Element in the registry to apply seismic response removal?,MULTI_PE_MATCH: seismic_preparation_workflow.RemoveResponse | seismic_preparation_dict_workflow.RemoveResponse
Need a PE which can read seismic streams and serialise them to dictionaries.,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
Could you find the PE that can filter VOTable columns before extinction calculation?,PE_MATCH: internal_extinction_workflow.FilterColumns
I want a PE that can download the cases_time_series data for COVID.,PE_MATCH: covid_workflow.DataProducer
Which workflow should I use to download COVID numbers for India and save a chart as covid_cases.png?,WORKFLOW_MATCH: covid_workflow
Could you find the PE that can apply simple detrending to waveform data?,PE_MATCH: seismic_preparation_workflow.Detrend
I would like the PE that read galaxy coordinates for the skewed internal extinction workflow.,PE_MATCH: internal_extinction_skew_workflow.ReadRaDec
